,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,WORLD SALES,,,,,,,,,,,,,,,,,,,,,,"2020, December Results "
,,Including Jinbei & Huasong ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PROPRIETE RENAULT
,,MONTH,,,,,,,,,,,,YTD,,,,,,,,,,
,,TIV,,,,Volumes,,,,Market Share,,,,TIV,,,,Volumes,,,,Market Share,,
PC+LCV - Group,,Volumes Ku,Vol Y-1,∆ (U),∆ %,Volumes  u,Vol Y-1,∆ (U),∆ %,MS,Pdm Y-1,∆ pt,,Volumes Ku,Vol y-1,∆ Vol.,∆ %,Volumes  u,Vol y-1,∆ (U),∆ %,MS,MS y-1,∆ pt
,,,,Y-1,vs Y-1,,,vs Y-1,vs Y-1,%,,vs Y-1,,,,Y-1,vs Y-1,,,Y-1,vs Y-1,%,,vs Y-1
Bermuda,,0.113,0.123,-0.01,-8.13008130081301%,16,4,12,300%,14.1592920353982,3.2520325203252,10.907259515073,,1.433,1.377,0.0560000000000001,4.06681190994918%,193,88,105,119.318181818182%,13.4682484298674,6.39070442992012,7.07754399994729
Curacao,,0.293,0.291,0.002,0.687285223367695%,3,0,3,0%,1.02389078498294,0,1.02389078498294,,3.558,3.512,0.0459999999999998,1.30979498861048%,47,40,7,17.5%,1.32096683530073,1.13895216400911,0.182014671291619
Guatemala,,2.115,2.048,0.0670000000000002,3.271484375%,39,102,-63,-61.7647058823529%,1.84397163120567,4.98046875,-3.13649711879433,,25.4,25.32,0.0799999999999983,0.315955766192722%,474,516,-42,-8.13953488372093%,1.86614173228346,2.03791469194313,-0.171772959659664
Haiti,,0.351,0.353,-0.002,-0.566572237960339%,0,0,0,0%,0,0,0,,4.21,4.242,-0.032,-0.754361150400751%,0,0,0,0%,0,0,0
Honduras,,1.031,0.976,0.0549999999999999,5.63524590163933%,0,0,0,0%,0,0,0,,12.373,11.71,0.662999999999999,5.66182749786506%,0,0,0,0%,0,0,0
Grand Cayman,,0.049,0.049,0,0%,0,0,0,0%,0,0,0,,0.61,0.61,0,0%,0,0,0,0%,0,0,0
Nicaragua,,0.984,0.792,0.192,24.2424242424242%,0,0,0,0%,0,0,0,,11.811,9.5,2.311,24.3263157894737%,0,0,0,0%,0,0,0
Panama,,3.161,4.079,-0.918,-22.5055160578573%,7,12,-5,-41.6666666666667%,0.221448908573236,0.294189752390292,-0.0727408438170555,,45.396,54.768,-9.372,-17.1121822962314%,67,311,-244,-78.4565916398714%,0.147590096043704,0.567849839322232,-0.420259743278528
Dominican Republic,,2.188,2.126,0.0620000000000003,2.91627469426154%,50,27,23,85.1851851851852%,2.28519195612431,1.26999059266228,1.01520136346204,,21.3,19.756,1.544,7.81534723628266%,274,211,63,29.8578199052133%,1.28638497652582,1.06802996558008,0.218355010945745
El Salvador,,0.781,0.733,0.048,6.54843110504775%,0,0,0,0%,0,0,0,,9.373,8.8,0.572999999999999,6.51136363636362%,0,0,0,0%,0,0,0
St Martin,,0.292,0.289,0.003,1.03806228373702%,0,0,0,0%,0,0,0,,3.557,3.51,0.0470000000000002,1.33903133903135%,0,0,0,0%,0,0,0
Trinidad Tobago,,1.11,1.125,-0.0149999999999999,-1.33333333333332%,8,0,8,0%,0.720720720720721,0,0.720720720720721,,13.324,13.5,-0.176,-1.30370370370371%,30,0,30,0%,0.225157610327229,0,0.225157610327229
ACC,,14.712,16.761,-2.049,-12.224807589046%,138,155,-17,-10.9677419354839%,0.938009787928222,0.924765825428077,0.0132439625001446,,191.875,206.017,-14.1420000000001,-6.86448205730598%,1365,1341,24,1.78970917225951%,0.711400651465798,0.650917157321968,0.0604834941438297
Bolivia,,2.288,3.2,-0.912,-28.5%,323,166,157,94.578313253012%,14.1171328671329,5.1875,8.92963286713287,,34,32.55,1.45,4.45468509984639%,2175,2577,-402,-15.5995343422584%,6.39705882352941,7.91705069124424,-1.51999186771483
Paraguay,,2.192,2.337,-0.145,-6.20453572956782%,80,8,72,900%,3.64963503649635,0.342319212665811,3.30731582383054,,32.795,27.851,4.944,17.7516067645686%,332,154,178,115.584415584416%,1.01234944351273,0.552942443718358,0.459406999794372
Venezuela,,0.114,0.424,-0.31,-73.1132075471698%,0,0,0,0%,0,0,0,,2.069,5,-2.931,-58.62%,0,17,-17,-100%,0,0.34,-0.34
Antigua,,0.084,0.094,-0.01,-10.6382978723404%,0,0,0,0%,0,0,0,,1.008,1.119,-0.111,-9.9195710455764%,0,0,0,0%,0,0,0
Aruba,,0.334,0.291,0.043,14.7766323024055%,0,0,0,0%,0,0,0,,4.008,3.492,0.516,14.7766323024055%,0,0,0,0%,0,0,0
Bahamas,,0.137,0.132,0.005,3.78787878787878%,0,0,0,0%,0,0,0,,1.644,1.575,0.069,4.38095238095237%,0,0,0,0%,0,0,0
Barbados,,0.281,0.254,0.027,10.6299212598425%,0,0,0,0%,0,0,0,,3.372,3.045,0.327,10.7389162561576%,0,0,0,0%,0,0,0
Belize,,0.044,0.066,-0.022,-33.3333333333333%,0,0,0,0%,0,0,0,,0.528,0.794,-0.266,-33.5012594458438%,0,0,0,0%,0,0,0
Dominica,,0.011,0.018,-0.007,-38.8888888888889%,0,0,0,0%,0,0,0,,0.167,0.252,-0.085,-33.7301587301587%,37,0,37,0%,22.1556886227545,0,22.1556886227545
Grenada,,0.07,0.041,0.029,70.7317073170732%,0,0,0,0%,0,0,0,,0.84,0.488,0.352,72.1311475409836%,0,0,0,0%,0,0,0
Guyana,,0.013,0.013,0,0%,0,0,0,0%,0,0,0,,0.156,0.153,0.003,1.96078431372548%,0,0,0,0%,0,0,0
Jamaica,,0.598,0.448,0.15,33.4821428571428%,0,0,0,0%,0,0,0,,7.176,5.379,1.797,33.4076965978807%,0,0,0,0%,0,0,0
Montserrat,,0.003,0.002,0.001,50%,0,0,0,0%,0,0,0,,0.036,0.024,0.012,50%,0,0,0,0%,0,0,0
Puerto Rico,,7.5,7.554,-0.0540000000000003,-0.714853057982534%,0,0,0,0%,0,0,0,,90,90.65,-0.650000000000006,-0.717043574186438%,0,0,0,0%,0,0,0
St Kitts,,0.03,0.049,-0.019,-38.7755102040816%,0,0,0,0%,0,0,0,,0.36,0.595,-0.235,-39.4957983193277%,0,0,0,0%,0,0,0
St Vincent,,0.005,0.006,-0.001,-16.6666666666667%,0,0,0,0%,0,0,0,,0.06,0.068,-0.00800000000000001,-11.764705882353%,0,0,0,0%,0,0,0
St Lucia,,0.07,0.048,0.022,45.8333333333334%,0,0,0,0%,0,0,0,,0.84,0.582,0.258,44.3298969072165%,0,0,0,0%,0,0,0
Suriname,,0.045,0.048,-0.003,-6.25%,0,0,0,0%,0,0,0,,0.54,0.578,-0.0379999999999999,-6.57439446366781%,0,0,0,0%,0,0,0
Other countries,,9.225,9.064,0.161,1.77625772285965%,0,0,0,0%,0,0,0,,110.735,108.794,1.94100000000002,1.78410574112544%,37,0,37,0%,0.0334131033548562,0,0.0334131033548562
,,,,,,,,,,,,,,,,,,,,,,,,
ASIA PACIFIC REGION,,3905.846,3979.263,-73.4170000000004,-1.84498988883118%,28223,19454,8769,45.0755628662486%,0.722583532479263,0.488884499466358,0.233699033012905,,39213.81,39469.788,-255.978000000003,-0.648541613651443%,329744,195920,133824,68.3054307880768%,0.840887432259196,0.496379661324758,0.344507770934438
China,,2881.54,2946.735,-65.1950000000002,-2.2124486932147%,15662,7725,7937,102.744336569579%,0.54352880751265,0.262154554108191,0.281374253404459,,27007.879,27496.812,-488.933000000001,-1.77814431723939%,216699,72156,144543,200.320139697322%,0.802354749886135,0.262415875702245,0.53993887418389
Korea,,158.081,150.843,7.238,4.79836651352732%,10805,9953,852,8.56023309554908%,6.83510352287751,6.59825116180399,0.236852361073518,,1784.614,1762.094,22.52,1.27802489538016%,90369,100537,-10168,-10.1136894874524%,5.0637841012118,5.70554124808325,-0.641757146871444
South Korea,,158.081,150.843,7.238,4.79836651352732%,10805,9953,852,8.56023309554908%,6.83510352287751,6.59825116180399,0.236852361073518,,1784.614,1762.094,22.52,1.27802489538016%,90369,100537,-10168,-10.1136894874524%,5.0637841012118,5.70554124808325,-0.641757146871444
North Korea,,0,0,0,0%,0,0,0,0%,0,0,0,,0,0,0,0%,0,0,0,0%,0,0,0
Australia,,84.752,100.195,-15.443,-15.4129447577224%,737,808,-71,-8.78712871287128%,0.869595997734567,0.806427466440441,0.0631685312941256,,1121.396,1161.614,-40.2180000000001,-3.46225166019005%,10050,10812,-762,-7.04772475027747%,0.896204373834043,0.930773905961877,-0.0345695321278346
Japan,,378.58,385.445,-6.86500000000001,-1.78105825733892%,599,450,149,33.1111111111111%,0.158222832690581,0.116748174188276,0.0414746585023047,,5167.111,5121.638,45.473,0.887860485258818%,7246,7119,127,1.78395842112655%,0.140233101243616,0.138998500089229,0.00123460115438637
Total Other Importers,,402.893,396.045,6.84800000000001,1.72909644106098%,420,518,-98,-18.9189189189189%,0.104246040511997,0.130793217942406,-0.0265471774304086,,4132.81,3927.63,205.18,5.22401550044174%,5380,5296,84,1.58610271903323%,0.130177772508293,0.134839585195143,-0.00466181268684973
ASEAN,,157.612,146.938,10.674,7.26428833929957%,40,104,-64,-61.5384615384615%,0.0253787782656143,0.070778151329132,-0.0453993730635177,,1654.645,1562.935,91.71,5.86780640269748%,1160,1110,50,4.5045045045045%,0.0701056722136773,0.0710202279685336,-0.000914555754856314
Indonesia,,104.727,92.209,12.518,13.5756813326248%,0,61,-61,-100%,0,0.0661540630524135,-0.0661540630524135,,1051.234,986.299,64.935,6.58370331917602%,258,537,-279,-51.9553072625698%,0.0245425851903572,0.0544459641548861,-0.0299033789645289
Malaysia,,52.885,54.729,-1.844,-3.36932887500229%,40,43,-3,-6.97674418604651%,0.0756358135577196,0.0785689488205522,-0.00293313526283261,,603.411,576.636,26.775,4.64331051131042%,902,573,329,57.4171029668412%,0.149483519524835,0.0993694462364473,0.0501140732883874
Other CBU Importers,,245.281,249.107,-3.82599999999999,-1.53588618545444%,380,414,-34,-8.21256038647343%,0.154924352069667,0.16619364369528,-0.0112692916256125,,2478.165,2364.695,113.47,4.79850466973544%,4220,4186,34,0.812231247013862%,0.170287289183731,0.177020715145082,-0.00673342596135146
New Caledonia,,0.546,0.582,-0.0359999999999999,-6.18556701030927%,67,120,-53,-44.1666666666667%,12.2710622710623,20.6185567010309,-8.34749442996866,,8.214,8.556,-0.341999999999999,-3.99719495091163%,1350,1452,-102,-7.02479338842975%,16.4353542731921,16.9705469845722,-0.53519271138012
Tahiti,,0.537,0.588,-0.0509999999999999,-8.6734693877551%,98,49,49,100%,18.2495344506518,8.33333333333333,9.91620111731844,,6.756,6.262,0.494000000000001,7.88885340146919%,1324,1000,324,32.4%,19.5973949082297,15.9693388693708,3.62805603885891
Singapore,,6.518,13.213,-6.695,-50.6697948989631%,131,188,-57,-30.3191489361702%,2.00981896287205,1.42284114130023,0.586977821571812,,93.479,116.127,-22.648,-19.502785743195%,811,1096,-285,-26.0036496350365%,0.867574535457162,0.943794294177926,-0.0762197587207643
New Zealand,,11.151,11.142,0.00900000000000034,0.0807754442649467%,50,53,-3,-5.66037735849057%,0.448390278898754,0.475677616226889,-0.0272873373281358,,156.346,154.655,1.691,1.09340144191912%,508,450,58,12.8888888888889%,0.324920368925332,0.290970224047073,0.0339501448782598
Hong Kong,,3.799,3.015,0.784,26.0033167495854%,24,2,22,+++ ,0.631745196104238,0.066334991708126,0.565410204396112,,39.324,41.906,-2.582,-6.16140886746528%,153,109,44,40.3669724770642%,0.389075373817516,0.260105951415072,0.128969422402444
Brunei,,1.09,1.067,0.0230000000000001,2.15557638238051%,0,0,0,0%,0,0,0,,13,12.8,0.199999999999999,1.5625%,0,0,0,0%,0,0,0
Vietnam,,24.461,20.291,4.17,20.5509831945197%,0,2,-2,-100%,0,0.00985658666403824,-0.00985658666403824,,242.474,211.998,30.476,14.3756073170502%,3,79,-76,-96.2025316455696%,0.00123724605524716,0.0372645024953066,-0.0360272564400594
Others,,197.179,199.209,-2.03,-1.01903026469687%,10,0,10,0%,0.00507153398688501,0,0.00507153398688501,,1918.572,1812.391,106.181,5.85861439391391%,71,0,71,0%,0.00370066903926462,0,0.00370066903926462
Taiwan,,35,40.799,-5.799,-14.2135836662663%,0,0,0,0%,0,0,0,,417.657,434.657,-17,-3.91112992543546%,0,0,0,0%,0,0,0
Cambodia,,0.367,0.192,0.175,91.1458333333333%,0,0,0,0%,0,0,0,,4.174,4.2,-0.0259999999999998,-0.619047619047619%,0,0,0,0%,0,0,0
Laos,,1.433,0.754,0.679,90.053050397878%,0,0,0,0%,0,0,0,,9.639,8.114,1.525,18.7946758688686%,4,0,4,0%,0.041498080713767,0,0.041498080713767
Myanmar,,0.669,0.8,-0.131,-16.375%,10,0,10,0%,1.49476831091181,0,1.49476831091181,,14.409,7.047,7.362,104.469987228608%,67,0,67,0%,0.464987160802276,0,0.464987160802276
Philippines,,39.027,50.481,-11.454,-22.6897248469721%,0,0,0,0%,0,0,0,,408.967,468.981,-60.014,-12.7966804625347%,0,0,0,0%,0,0,0
Thailand,,119.1,104.263,14.837,14.2303597632909%,0,0,0,0%,0,0,0,,1047.208,871.503,175.705,20.1611468922081%,0,0,0,0%,0,0,0
Papua New Guinea,,0.438,0.475,-0.037,-7.78947368421052%,0,0,0,0%,0,0,0,,4.574,5.198,-0.624000000000001,-12.0046171604463%,0,0,0,0%,0,0,0
Samoa,,0.008,0.008,0,0%,0,0,0,0%,0,0,0,,0.096,0.096,0,0%,0,0,0,0%,0,0,0
Tonga,,0.006,0.006,0,0%,0,0,0,0%,0,0,0,,0.072,0.072,0,0%,0,0,0,0%,0,0,0
Vanuatu,,0.006,0.04,-0.034,-85%,0,0,0,0%,0,0,0,,0.452,0.446,0.00600000000000001,1.34529147982063%,0,0,0,0%,0,0,0
Fiji,,0.367,0.374,-0.00700000000000001,-1.87165775401069%,0,0,0,0%,0,0,0,,3.948,3.177,0.771,24.2681775259679%,0,0,0,0%,0,0,0
Marshall Islands,,0.004,0.004,0,0%,0,0,0,0%,0,0,0,,0.048,0.048,0,0%,0,0,0,0%,0,0,0
Solomon Islands,,0.006,0.02,-0.014,-70%,0,0,0,0%,0,0,0,,0.232,0.21,0.022,10.4761904761905%,0,0,0,0%,0,0,0
Kiribati,,0.012,0.005,0.007,140%,0,0,0,0%,0,0,0,,0.072,0.06,0.012,20%,0,0,0,0%,0,0,0
Micronesia,,0.004,0.004,0,0%,0,0,0,0%,0,0,0,,0.048,0.048,0,0%,0,0,0,0%,0,0,0
Guam,,0.732,0.984,-0.252,-25.609756097561%,0,0,0,0%,0,0,0,,6.976,8.534,-1.558,-18.2563862198266%,0,0,0,0%,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
The market figures in italic are forecasts or estimations,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WORLDWIDE excl IRAN,,8228.816,8429.196,-200.379999999999,-2.37721367494598%,321424,344888,-23464,-6.80336804991766%,3.90601758503289,4.08213310023874,-0.176115515205853,,91947.692,91778.118,169.574000000022,0.184765174635659%,3782948,3577497,205451,5.74286994510407%,4.11409674100357,3.89676981609059,0.217326924912984
WORLDWIDE excl NORTH AMERICA,,6463.93,6831.658,-367.728,-5.38270504758874%,321424,363662,-42238,-11.6146311685026%,4.97250124924001,5.31152174186706,-0.339020492627042,,73617.554,73949.605,-332.050999999992,-0.449023358542611%,3884295,3762077,122218,3.24868417100448%,5.27613835145895,5.08584460998811,0.190293741470835
NORTH AMERICA REGION,,1764.886,1729.774,35.1119999999999,2.02986054825658%,,,,,,,,,19295.113,19280.186,14.9270000000033,0.0774214522619499%,,,,,,,
USA,,1639.193,1605.527,33.6659999999999,2.09688158467594%,,,,,,,,,17298.717,17241.387,57.3300000000017,0.332513851698835%,,,,,,,
Canada,,125.693,124.247,1.446,1.16381079623653%,,,,,,,,,1996.396,2038.799,-42.403,-2.07980286433337%,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
INTERNATIONAL,,5258.875,5521.621,-262.746,-4.75849392777954%,174357,190392,-16035,-8.42209756712467%,3.31548097264149,3.44811786249002,-0.132636889848532,,55961.82,56329.915,-368.094999999987,-0.653462729350807%,1963553,1850253,113300,6.12348689611637%,3.50873684951633,3.28467209652278,0.22406475299355
International / World,,63.908039747152%,0.644941290195379,,-0.586089272385892,54.2451714868834%,52.354109035313%,,1.89106245157036,,,,,60.2305603820414%,60.4205097917682%,,-0.189949409726808,50.551078123572%,49.1816887320488%,,1.36938939152316,,,
